Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Hole ID ,Reported Date (mm/dd/yyyy),Primary Interval Commodity ,Reporting Company ,Reporting Company ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,within 21 d?,Rank,Relevant asterisk/ footnote,New Rank,Notes
Cariboo,866916,25889,Canada,Gold,IM-17-044,3/28/2017,Gold,Barkerville Gold Mines Ltd.,4348461,Prefeas/Scoping,Yes,Surface,Exploration,BGM-TVX,0.36,0.88,>100,115.87,292.93,148.25%,FALSE,2,,1,"Two other results in the top ten, the 3/21/2017 and 3/16/2017 result was removed as a duplicate."
Cariboo,861104,25889,Canada,Gold,IM-17-040,3/21/2017,Gold,Barkerville Gold Mines Ltd.,4348461,Prefeas/Scoping,Yes,Surface,Extension,BGM-TVX,0.33,0.52,>100,106.23,174.08,60.85%,FALSE,21,,,"Two other results in the top ten, the higher ranking result from 3/28/2017 result was retained."
Cariboo,860374,25889,Canada,Gold,IM-17-027,3/16/2017,Gold,Barkerville Gold Mines Ltd.,4348461,Prefeas/Scoping,Yes,Surface,Extension,BGM-TVX,0.34,0.52,>100,110.32,173.4,54.28%,FALSE,24,,,"Two other results in the top ten, the higher ranking result from 3/28/2017 result was retained."
Ying,806606,33061,China,Silver,ZKX0161B,1/30/2017,Silver,Silvercorp Metals Inc.,4354271,Operating,No,Underground,Extension,SVM-TSX,2.89,4.06,>100,483.16,678.93,40.52%,FALSE,33,,2,"One other result in the top ten, the 1/23/2017 result was removed as a duplicate."
Ying,801635,33061,China,Silver,ZK05S1905,1/23/2017,Lead,Silvercorp Metals Inc.,4354271,Operating,No,Underground,Extension,SVM-TSX,2.84,3.88,>100,474.43,648.9,36.77%,FALSE,40,,,"One other result in the top ten, the higher ranking result from 1/30/2017 result was retained."
Jaurdi,839257,78421,Australia,Gold,JD17C10,1/31/2017,Gold,Beacon Minerals Limited,4348499,Target Outline,Yes,Surface,Exploration,BCN-ASX,0.01,0.02,>10 - 100,13.57,29.87,120.16%,FALSE,4,,2,No duplicates in the top ten. All other results came afterward. 
Pickle Crow,810489,25934,Canada,Gold,PC-16-306,2/3/2017,Gold,First Mining Finance Corp.,4586283,Reserves Development,No,Surface,Extension,FF-TSX,0.61,0.82,>100,310.7,415.29,32.95%,FALSE,51,,4,3 days after the drill result there was another result reported from the same company (gain of 28.64%)
Windfall Lake,788673,30439,Canada,Gold,OSK-W-16-743,1/5/2017,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,1.95,2.58,>100,315.67,415.01,32.53%,FALSE,52,,5,"6 days after the drill result there was another result reported from the same property (gain of 28.99%), 2 results in the top ten from the same reporting company and their 20 day period overlap."
Sugar Zone,847063,30966,Canada,Gold,WZ-17-52,2/22/2017,Gold,Harte Gold Corporation,4350953,Prefeas/Scoping,Yes,Surface,Extension,HRT-TSX,0.28,0.37,>100,121.73,162.56,32.00%,FALSE,55,,6,"No other results in the top ten, all results came after the reported date."
Railroad-Pinion,799129,27614,USA,Gold,DS16-18,1/19/2017,Gold,Gold Standard Ventures Corporation,4350544,Reserves Development,Yes,Surface,Extension,GSV-TVX,2.18,2.87,>100,482.55,635.93,31.79%,FALSE,56,,7,"One other result in the top ten, the 1/23/2017 result was removed as a duplicate."
Kiena,812509,25795,Canada,Gold,6143,2/8/2017,Gold,Wesdome Gold Mines Limited,4355310,Operating,Yes,Underground,Extension,WDO-TSX,2.14,2.82,>100,278.98,367.8,31.40%,FALSE,57,,8,
Kamoa-Kakula,801587,38134,Dem. Rep. Congo,Copper,DKMC_DD1093,1/23/2017,Copper,Ivanhoe Mines Limited,4351368,Feasibility Started,Yes,Surface,Extension,IVN-TSX,2.77,3.57,>100,"2,163.58","2,792.23",29.06%,FALSE,66,,9,
Windfall Lake,792254,30439,Canada,Gold,OSK-W-16-760,1/11/2017,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,2.01,2.59,>100,325.11,416.01,28.99%,FALSE,67,,,"4 other results in the top ten from the same reporting company, the 1/5/2017 result was retained."
Springpole,811427,27534,Canada,Gold,PM-DH-02,2/6/2017,Gold,First Mining Finance Corp.,4586283,Prefeas/Scoping,Yes,Surface,Metallurgical,FF-TSX,0.62,0.8,>100,315.17,407.59,28.64%,FALSE,69,,,Same reporting company as interval ID 810489 dated 2/3/2017
Railroad-Pinion,801669,27614,USA,Gold,RR16-05,1/23/2017,Gold,Gold Standard Ventures Corporation,4350544,Reserves Development,Yes,Surface,Extension,GSV-TVX,2.23,2.85,>100,493.51,630.34,27.72%,FALSE,73,,,"One other result in the top ten, the higher ranking result from 1/19/2017 result was retained."
Sugar Zone,860221,30966,Canada,Gold,SZ-17-143,3/16/2017,Gold,Harte Gold Corporation,4350953,Prefeas/Scoping,Yes,Surface,Extension,HRT-TSX,0.4,0.51,>100,175.69,225.09,26.28%,FALSE,76,,,"One other result in the top ten, the higher ranking result from 2/22/2017 result was retained."
Golden Bear,859291,26979,Canada,Gold,OSK-G17-331,3/15/2017,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,2.99,3.78,>100,547.08,690.95,0.261437343,FALSE,77,,10,20 day period does not overlap with the first property of the same reporting company
Black Dog,798180,36308,Canada,Gold,OSK-BD-16-006,1/18/2017,Gold,Osisko Mining Inc.,4404986,Reserves Development,No,Surface,Extension,OSK-TSX,2.36,2.93,>100,378.81,475.31,0.244673311,FALSE,86,,,
Windfall Lake,862844,30439,Canada,Gold,OSK-W-17-766-W1,3/22/2017,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,3.3,4.07,>100,607.74,744.34,0.234307799,FALSE,91,,,Falls outside 20 day period of first two drill results of the same property and reporting company
Cascabel,809392,40393,Ecuador,Copper,CSD-16-018,2/2/2017,Copper,SolGold Plc,4354410,Target Outline,Yes,Surface,Extension,SOLG-AIMLSE,0.38,0.46,>100,538.93,665.78,23.36%,FALSE,93,,,
Windfall Lake,802316,30439,Canada,Gold,OSK-W-16-735,1/23/2017,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,2.4,2.95,>100,385.78,478.37,23.01%,FALSE,95,,,
Golden Bear,795057,26979,Canada,Gold,OSK-G16-213X,1/16/2017,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,2.24,2.75,>100,359.94,444.81,0.22586635,FALSE,96,,,
Boorara,825539,30049,Australia,Gold,BODH025,2/14/2017,Gold,MacPhersons Resources Limited,4351965,Feasibility Started,Yes,Surface,Extension,MRP-ASX,0.07,0.16,>10 - 100,23.03,50.57,119.64%,FALSE,5,,3,No other results in the top ten. Over a month earlier there was a drill result reported from the same property.
El Limon-Guajes,788478,30934,Mexico,Gold,SST-01,1/5/2017,Gold,Torex Gold Resources Inc.,4354930,Operating,Yes,Surface,Exploration,TXG-TSX,16.58,19.97,>100,"1,320.30","1,590.92",20.50%,FALSE,104,,,
Hermosa,793005,24881,USA,Silver,HDS-396,1/12/2017,Zinc,Arizona Mining Inc.,4355390,Prefeas/Scoping,Yes,Surface,Infill,AZ-TSX,1.87,2.25,>100,466.4,560.94,20.27%,FALSE,105,,,
Windfall Lake,873635,30439,Canada,Gold,OSK-W-16-728,3/28/2017,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,3.45,4.12,>100,637.19,754.45,19.33%,FALSE,113,,,
Fifteen Mile Stream,860328,26094,Canada,Gold,FMS-17-059,3/16/2017,Gold,Atlantic Gold Corporation,4354510,Prefeas/Scoping,Yes,Surface,Definition,AGB-TVX,0.73,0.86,>100,126.27,149.24,18.19%,FALSE,122,,,
Saramacca,867588,53412,Suriname,Gold,SMDD17-077,3/29/2017,Gold,IAMGOLD Corporation,4351155,Exploration,Yes,Surface,Infill,IMG-TSX,3.83,4.48,>100,"1,768.13","2,081.87",16.89%,FALSE,126,,,
Cusi,848430,28897,Mexico,Silver,Cusi-509,2/27/2017,Silver,Sierra Metals Inc.,4438708,Operating,Yes,Surface,Extension,SMT-TSX,2.3,2.65,>100,373.58,429.19,14.89%,FALSE,142,,,
Cochrane Hill,772414,26092,Canada,Gold,CH-16-061,1/3/2017,Gold,Atlantic Gold Corporation,4354510,Feasibility Started,No,Surface,Infill,AGB-TVX,0.63,0.71,>100,108.54,123.75,14.01%,FALSE,146,,,
Syama,797993,26795,Mali,Gold,SYDD446,1/19/2017,Gold,Resolute Mining Limited,4353754,Expansion,Yes,Underground,Extension,RSG-ASX,1.12,1.27,>100,825,939.21,13.84%,FALSE,148,,,
Fifteen Mile Stream,849831,26094,Canada,Gold,FMS-17-021,3/1/2017,Gold,Atlantic Gold Corporation,4354510,Prefeas/Scoping,No,Surface,Definition,AGB-TVX,0.73,0.83,>100,127.3,144.43,13.45%,FALSE,153,,,
Ernest Giles,793116,59586,Australia,Gold,ERC011,1/12/2017,Gold,Greatland Gold Plc,4350797,Target Outline,Yes,Surface,Exploration,GGP-AIMLSE,0,0,<10,3.45,5.95,67.63%,FALSE,12,,5,"7 days after the drill result was reported, there was another result reported from the same property (gain of 35.35%). "
Hasaga,849745,27185,Canada,Gold,HMP151,3/1/2017,Gold,Premier Gold Mines Limited,4353435,Reserves Development,Yes,Surface,Extension,PG-TSX,1.96,2.21,>100,394.76,444.27,12.54%,FALSE,163,,,
Golden Bear,808920,26979,Canada,Gold,OSK-G17-326,2/1/2017,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,2.59,2.91,>100,416.01,471.76,0.124919228,FALSE,164,,,
Detour Lake,806978,25787,Canada,Gold,DLD-16-346,1/30/2017,Gold,Detour Gold Corporation,4277541,Operating,Yes,Surface,Extension,DGC-TSX,12.79,14.39,>100,"2,233.46","2,511.50",12.45%,FALSE,165,,,
Wassa,851230,29025,Ghana,Gold,BS16DD013,3/6/2017,Gold,Golden Star Resources Limited,4350601,Operating,Yes,Underground,Infill,GSS-US,0.75,0.84,>100,280.13,315.98,12.30%,FALSE,167,,,
Cariboo,788581,25889,Canada,Gold,BGM-16-587,1/5/2017,Gold,Barkerville Gold Mines Ltd.,4348461,Prefeas/Scoping,Yes,Surface,Extension,BGM-TVX,0.33,0.37,>100,106.49,119.33,12.06%,FALSE,175,,,
Asanko,852937,28797,Ghana,Gold,AKPC17-016,3/8/2017,Gold,Asanko Gold Inc.,4351554,Expansion,No,Surface,Infill,AKG-TSX,2.33,2.6,>100,469.44,528.63,11.81%,FALSE,179,,,
Island,868844,25912,Canada,Gold,MH4-4B,3/30/2017,Gold,Richmont Mines Incorporated,4353796,Expansion,Yes,Surface,Extension,RIC-TSX,7.02,7.71,>100,444.07,487.87,9.84%,FALSE,199,,,
Dublin Gulch,799074,28196,Canada,Gold,VBW13-02C,1/19/2017,Gold,Victoria Gold Corp.,4355212,Feasibility Complete,Yes,Surface,Exploration,VIT-TVX,0.44,0.48,>100,219.08,241.31,9.82%,FALSE,201,,,
El Aguila,807735,33496,Mexico,Gold,516148,2/1/2017,Zinc,Gold Resource Corporation,4350537,Operating,Yes,Underground,Extension,GORO-US,5.38,5.89,>100,305.8,334.79,9.48%,FALSE,204,,,
True North,803108,25942,Canada,Gold,32-16-005,1/24/2017,Gold,Klondex Mines Ltd.,4351640,Limited Production,Yes,Underground,Extension,KDX-TSX,5.19,5.66,>100,908.79,991.48,9.10%,FALSE,209,,,
West Musgrave,800312,31640,Australia,Nickel,CZC0017,1/23/2017,Copper,OZ Minerals Limited,4248891,Prefeas/Scoping,Yes,Surface,Extension,OZL-ASX,6.76,7.35,>100,"2,018.46","2,195.36",8.76%,FALSE,218,,,
Matilda,772587,39910,Australia,Gold,WURC0135,1/4/2017,Gold,Blackham Resources Limited,4242009,Operating,Yes,In Pit,Extension,BLK-ASX,0.34,0.57,>10 - 100,97.04,161.56,66.48%,FALSE,13,,7,
Waihi,868595,25679,New Zealand,Gold,GT1035,3/30/2017,Gold,OceanaGold Corporation,4352997,Operating,Yes,Surface,Extension,OGC-TSX,2.98,3.24,>100,"1,827.14","1,988.37",8.55%,FALSE,222,,,
Didipio,868659,28530,Philippines,Copper,RDUG06,3/30/2017,Gold,OceanaGold Corporation,4352997,Operating,Yes,Surface,Infill,OGC-TSX,2.98,3.24,>100,"1,827.14","1,988.37",8.55%,FALSE,222,,,
Haile,868515,25008,USA,Gold,DDH0584,3/30/2017,Gold,OceanaGold Corporation,4352997,Operating,Yes,Surface,Extension,OGC-TSX,2.98,3.24,>100,"1,827.14","1,988.37",8.55%,FALSE,222,,,
Macraes Flat,868645,26601,New Zealand,Gold,RCH6341,3/30/2017,Gold,OceanaGold Corporation,4352997,Operating,Yes,Surface,Extension,OGC-TSX,2.98,3.24,>100,"1,827.14","1,988.37",8.55%,FALSE,222,,,
Castle Mountain,811491,25452,USA,Gold,CMM-128,2/6/2017,Gold,NewCastle Gold Ltd.,4399786,Prefeas/Scoping,Yes,Surface,Extension,NCA-TSX,0.57,0.61,>100,104.51,112.12,7.28%,FALSE,232,,,
Lamaque,791786,26023,Canada,Gold,TM-16-211A,1/11/2017,Gold,Integra Gold Corporation,4351248,Prefeas/Scoping,Yes,Underground,Infill,,NA,NA,NA,NA,NA,0.00%,FALSE,350,,,
Rook 1,862616,50788,Canada,U3O8,HP-16-08,3/23/2017,U3O8,NexGen Energy Ltd.,4363688,Reserves Development,Yes,Surface,Exploration,NXE-TSX,2.34,2.49,>100,718.71,764.75,6.39%,FALSE,245,,,
Cochrane Hill,791843,26092,Canada,Gold,CH-16-064,1/11/2017,Gold,Atlantic Gold Corporation,4354510,Feasibility Started,Yes,Surface,Extension,AGB-TVX,0.7,0.74,>100,120.77,127.82,5.84%,FALSE,249,,,
Lamaque,807608,26023,Canada,Gold,TM-16-229A,2/1/2017,Gold,Integra Gold Corporation,4351248,Prefeas/Scoping,No,Underground,Infill,,NA,NA,NA,NA,NA,0.00%,FALSE,350,,,
Stibnite,801663,38368,USA,Gold,MGI-16-417,1/23/2017,Gold,Midas Gold Corporation,4352267,Prefeas/Scoping,Yes,In Pit,Extension,MAX-TSX,0.65,0.68,>100,116.13,122.55,5.53%,FALSE,258,,,
Sabodala,806338,26785,Senegal,Gold,MDD16-0171,1/29/2017,Gold,Teranga Gold Corporation,4354784,Operating,Yes,In Pit,Extension,TGZ-TSX,3.58,3.74,>100,384.42,401.2,4.37%,FALSE,267,,,
Arizona Strip,808955,34751,USA,U3O8,11,2/2/2017,U3O8,Energy Fuels Inc.,4349995,Operating,Yes,Underground,Definition,EFR-TSX,2.1,2.18,>100,143.18,148.74,3.89%,FALSE,269,,,
Davyhurst,791012,26359,Australia,Gold,CNRC100,1/10/2017,Gold,Eastern Goldfields Limited,4354674,Feasibility Started,Yes,In Pit,Extension,EGS-ASX,0.2,0.29,>10 - 100,97.79,141.65,44.85%,FALSE,30,,,
Filo del Sol,835808,31067,Argentina,Copper,VRC097,2/15/2017,Gold,Filo Mining Corporation,4789805,Reserves Development,Yes,Surface,Exploration,FIL-TVX,1.65,1.71,>100,101.42,105.26,3.78%,FALSE,274,,,
Terronera,860211,37381,Mexico,Silver,LL-21,3/16/2017,Gold,Endeavour Silver Corporation,4349982,Prefeas/Scoping,Yes,Surface,Extension,EDR-TSX,3.4,3.53,>100,432.7,448.14,3.57%,FALSE,276,,,
Stibnite,869097,38368,USA,Gold,MGI-17-423,3/30/2017,Gold,Midas Gold Corporation,4352267,Prefeas/Scoping,Yes,Surface,Extension,MAX-TSX,0.59,0.61,>100,106.33,110.08,3.35%,FALSE,280,,,
Santa Rosa,795752,39673,Colombia,Gold,SRD-0101,1/17/2017,Gold,Red Eagle Mining Corporation,4353677,Operating,Yes,Surface,Extension,R-TSX,0.61,0.62,>100,146.55,150.79,2.64%,FALSE,285,,,
Caribou,854928,25820,Canada,Zinc,BR-1018,3/13/2017,Zinc,Trevali Mining Corporation,4354970,Operating,Yes,Surface,Extension,TV-TSX,0.97,0.99,>100,389.22,399.51,2.56%,FALSE,287,,,
Davyhurst,793194,26359,Australia,Gold,RVRC16095,1/12/2017,Gold,Eastern Goldfields Limited,4354674,Feasibility Started,Yes,Surface,Extension,EGS-ASX,0.2,0.28,>10 - 100,99.91,139.86,39.99%,FALSE,35,,,
Balagundi,792274,78075,Australia,Gold,BGP0131,1/12/2017,Gold,Great Boulder Resources Limited,4820526,Target Outline,No,Surface,Extension,GBR-ASX,0.09,0.13,<10,3.41,4.77,39.62%,FALSE,37,,,
La Colorada,860857,27928,Mexico,Gold,17-LCRC-490,3/20/2017,Gold,Argonaut Gold Inc.,4348750,Operating,Yes,Surface,Extension,AR-TSX,1.74,1.78,>100,304.89,314.41,1.95%,FALSE,299,,,
El Aguila,792917,33496,Mexico,Gold,516147,1/12/2017,Zinc,Gold Resource Corporation,4350537,Operating,Yes,Underground,Extension,GORO-US,5.34,5.44,>100,302.07,309.21,1.87%,FALSE,301,,,
Fifteen Mile Stream,805214,26094,Canada,Gold,PL-16-003,1/25/2017,Gold,Atlantic Gold Corporation,4354510,Prefeas/Scoping,Yes,Surface,Definition,AGB-TVX,0.74,0.75,>100,127.74,129.93,1.71%,FALSE,305,,,
Tucano,808489,31112,Brazil,Gold,GCRC20078,2/2/2017,Gold,Beadell Resources Limited,4348500,Operating,Yes,Surface,Extension,BDR-ASX,0.24,0.24,>100,252.31,294.76,1.57%,FALSE,307,,,
Castle Mountain,792949,25452,USA,Gold,CMM-109,1/12/2017,Gold,NewCastle Gold Ltd.,4399786,Prefeas/Scoping,Yes,Surface,Extension,NCA-TSX,0.55,0.56,>100,101.02,102.49,1.45%,FALSE,310,,,
Mercedes,791694,32453,Mexico,Gold,R16-133D,1/11/2017,Gold,Premier Gold Mines Limited,4353435,Operating,Yes,Surface,Extension,PG-TSX,2.22,2.25,>100,447.07,453.1,1.43%,FALSE,312,,,
McCoy/Cove,791713,24691,USA,Gold,PG16-28,1/11/2017,Gold,Premier Gold Mines Limited,4353435,Reserves Development,Yes,Surface,Extension,PG-TSX,2.22,2.25,>100,447.07,453.1,1.43%,FALSE,312,,,
Goldbanks,791716,28806,USA,Gold,GB16-02,1/11/2017,Silver,Premier Gold Mines Limited,4353435,Reserves Development,No,Surface,Definition,PG-TSX,2.22,2.25,>100,447.07,453.1,1.43%,FALSE,312,,,
Cochrane Hill,809004,26092,Canada,Gold,CH-16-103,2/2/2017,Gold,Atlantic Gold Corporation,4354510,Feasibility Started,No,Underground,Definition,AGB-TVX,0.74,0.75,>100,128.54,130.14,1.24%,FALSE,317,,,
Val-d’Or East,851499,26273,Canada,Gold,PC-16-100,3/6/2017,Gold,Probe Metals Inc.,4582557,Reserves Development,Yes,Surface,Definition,PRB-TVX,1.08,1.09,>100,100.43,101.76,0.95%,FALSE,323,,,
Bolivar,851266,33381,Mexico,Copper,DB14B462,3/6/2017,Silver,Sierra Metals Inc.,4438708,Operating,No,Surface,Infill,SMT-TSX,2.63,2.64,>100,426.76,427.85,0.25%,FALSE,345,,,
Hermosa,799786,24881,USA,Silver,HDS-397,1/19/2017,Zinc,Arizona Mining Inc.,4355390,Prefeas/Scoping,Yes,Surface,Infill,AZ-TSX,2.09,2.09,>100,520.79,521.26,0.09%,FALSE,348,,,
Tetlin,799380,41647,USA,Gold,TET16302,1/19/2017,Gold,"Contango ORE, Inc.",4358344,Reserves Development,Yes,Surface,Extension,CTGO-US,21,21,>100,102.98,102.98,0.00%,FALSE,350,,,
Wodgina,860617,78512,Australia,Lithium,WLRC0044,3/17/2017,Lithium,Mineral Resources Limited,4352438,Reserves Development,Yes,In Pit,Exploration,MIN-ASX,8.31,8.3,>100,"1,556.89","1,554.72",-0.14%,FALSE,364,,,
Ernest Giles,799430,59586,Australia,Gold,ERC011,1/19/2017,Gold,Greatland Gold Plc,4350797,Target Outline,No,Surface,Extension,GGP-AIMLSE,0,0,<10,3.62,5.43,35.35%,FALSE,45,,,
Blue Spec Shear,799078,33567,Australia,Gold,16BSDH033,1/18/2017,Gold,Novo Resources Corporation,4352943,Prefeas/Scoping,Yes,Surface,Extension,NVO-TVX,0.61,0.82,>10 - 100,56.96,76.37,34.08%,FALSE,50,,,
Hermosa,814153,24881,USA,Silver,HDS-402,2/9/2017,Zinc,Arizona Mining Inc.,4355390,Prefeas/Scoping,Yes,Surface,Infill,AZ-TSX,2.09,2.07,>100,521.26,516.26,-0.96%,FALSE,383,,,
Hermosa,805288,24881,USA,Silver,HDS-399,1/26/2017,Lead,Arizona Mining Inc.,4355390,Prefeas/Scoping,Yes,Surface,Extension,AZ-TSX,2.32,2.29,>100,579.67,572.04,-1.32%,FALSE,391,,,
La Platosa/Saltierra,809094,31542,Mexico,Silver,EX16LP1107,2/2/2017,Zinc,Excellon Resources Inc.,4350095,Operating,Yes,Surface,Extension,EXN-TSX,1.4,1.37,>100,106.3,104.29,-1.89%,FALSE,402,,,
Fire Creek,812818,25182,USA,Gold,FCU-0714,2/8/2017,Gold,Klondex Mines Ltd.,4351640,Operating,Yes,Underground,Extension,KDX-TSX,5.46,5.34,>100,956.45,935.44,-2.20%,FALSE,412,,,
Wheeler River,868494,34738,Canada,U3O8,WR-582D2,3/29/2017,U3O8,Denison Mines Corp.,4349692,Prefeas/Scoping,Yes,Surface,Infill,DML-TSX,0.63,0.61,>100,350.93,342.94,-2.28%,FALSE,415,,,
Leonora-Laverton,839987,77359,Australia,Gold,MMJRCD-01,2/17/2017,Silver,Magnetic Resources NL,4351988,Target Outline,No,Surface,Exploration,MAU-ASX,0.03,0.05,<10,4.98,6.46,30.27%,FALSE,59,,,
Windfall Lake,836163,30439,Canada,Gold,OSK-W-16-749,2/14/2017,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,Yes,Surface,Extension,OSK-TSX,2.98,2.91,>100,483.03,531.96,-2.39%,FALSE,420,,,
Indee,814418,30806,Australia,Gold,INRC0722,2/9/2017,Gold,De Grey Mining Limited,4349666,Closed,Yes,Surface,Exploration,DEG-ASX,0.04,0.05,<10,6.76,8.76,29.46%,FALSE,65,,,
Fifteen Mile Stream,814947,26094,Canada,Gold,FMS-17-013,2/10/2017,Gold,Atlantic Gold Corporation,4354510,Prefeas/Scoping,Yes,Surface,Definition,AGB-TVX,0.73,0.71,>100,126.71,122.99,-2.93%,FALSE,430,,,
Restdown,801752,38147,Australia,Gold,HRAC018,1/24/2017,Gold,Helix Resources Limited,4350997,Reserves Development,Yes,Surface,Extension,HLX-ASX,0.03,0.04,>10 - 100,10.29,15.17,28.29%,FALSE,70,,,
Mina,862681,78120,USA,Gold,MGAT-005,3/23/2017,Gold,Gold Resource Corporation,4350537,Target Outline,Yes,Surface,Exploration,GORO-US,4.52,4.38,>100,256.92,248.96,-3.10%,FALSE,436,,,
Batchelor,814277,52729,Australia,Gold,MGR230,2/10/2017,Cobalt,Korab Resources Limited,4351668,Prefeas/Scoping,No,Surface,Exploration,KOR-ASX,0.01,0.02,<10,3.1,3.93,26.60%,FALSE,75,,,
Ana Paula,847233,37428,Mexico,Gold,AP-16-253,2/23/2017,Gold,Timmins Gold Corp.,4354876,Feasibility Started,Yes,In Pit,Infill,ALO-TSX,3.87,3.72,>100,137.55,132.16,-3.91%,FALSE,449,,,
Bibiani,861969,28804,Ghana,Gold,BSDD040,3/23/2017,Gold,Resolute Mining Limited,4353754,Feasibility Complete,Yes,Surface,Extension,RSG-ASX,1.09,1.04,>100,802.79,764.53,-4.77%,FALSE,459,,,
Mount Polley,849172,26823,Canada,Copper,MU-16-6,2/28/2017,Copper,Imperial Metals Corporation,4351191,Operating,Yes,Underground,Extension,III-TSX,4.83,4.59,>100,451.57,429.47,-4.89%,FALSE,462,,,
West Musgrave,861243,31640,Australia,Nickel,WMAC0715,3/22/2017,Cobalt,OZ Minerals Limited,4248891,Prefeas/Scoping,No,Surface,Extension,OZL-ASX,6.47,6.13,>100,"1,931.18","1,831.20",-5.18%,FALSE,471,,,
Sandstone,849795,77382,Australia,Gold,AHMRC002,3/2/2017,Gold,Alto Metals Limited,4379674,Target Outline,Yes,Surface,Extension,AME-ASX,0.06,0.08,<10,9.3,11.65,25.23%,FALSE,82,,,
Hermosa,860185,24881,USA,Silver,HDS-422B,3/16/2017,Lead,Arizona Mining Inc.,4355390,Prefeas/Scoping,No,Surface,Infill,AZ-TSX,1.75,1.64,>100,435.91,409.41,-6.12%,FALSE,484,,,
Yamarna,867715,29364,Australia,Gold,15GYWB0004,3/29/2017,Copper,Great Boulder Resources Limited,4820526,Construction Planned,No,Surface,Extension,GBR-ASX,0.11,0.14,<10,4.25,5.31,25.07%,FALSE,83,,,
Cosmos,811686,30338,Australia,Nickel,WCD003,2/7/2017,Nickel,Western Areas Limited,4355330,Operating,Yes,Surface,Extension,WSA-ASX,1.97,1.84,>100,536.4,502.24,-6.37%,FALSE,490,,,
Cariboo,848888,25889,Canada,Gold,IM-17-016,2/28/2017,Gold,Barkerville Gold Mines Ltd.,4348461,Prefeas/Scoping,Yes,Surface,Definition,BGM-TVX,0.35,0.33,>100,114.56,106.23,-7.28%,FALSE,499,,,
Sombrero,847786,57585,Peru,Copper,AR_TR1_2-24-2017,2/24/2017,Gold,Auryn Resources Inc.,4359926,Exploration,Yes,Surface,Exploration,AUG-TSX,2.58,2.39,>100,197.44,182.96,-7.42%,FALSE,501,,,
Cosmos,815229,30338,Australia,Nickel,WAD002W1W1W1,2/13/2017,Nickel,Western Areas Limited,4355330,Operating,Yes,Underground,Extension,WSA-ASX,1.96,1.81,>100,532.73,492.35,-7.58%,FALSE,505,,,
Great Western,791255,76602,Australia,Gold,GWRC0131,1/11/2017,Gold,Terrain Minerals Limited,4354794,Prefeas/Scoping,Yes,Surface,Extension,TMX-ASX,0.01,0.01,<10,3.8,4.7,23.49%,FALSE,89,,,
Gold Mesa,861127,66237,USA,Gold,GMA-084,3/21/2017,Gold,Gold Resource Corporation,4350537,Target Outline,Yes,Surface,Extension,GORO-US,4.69,4.33,>100,266.58,246.12,-7.68%,FALSE,508,,,
Bjorkdal,806077,26610,Sweden,Gold,ME6-015,1/27/2017,Gold,Mandalay Resources Corporation,4352032,Operating,Yes,Surface,Extension,MND-TSX,0.66,0.61,>100,299.63,276.29,-7.79%,FALSE,510,,,
Lake Roe,806674,76396,Australia,Gold,BBRC0166,1/31/2017,Gold,Breaker Resources NL,4357258,Target Outline,Yes,Surface,Extension,BRB-ASX,0.36,0.44,>10 - 100,46.61,57.33,23.23%,FALSE,94,,,
Cerro Bayo,806208,32218,Chile,Silver,DLV16-027,1/27/2017,Gold,Mandalay Resources Corporation,4352032,Operating,No,Surface,Infill,MND-TSX,0.66,0.61,>100,299.63,276.29,-7.79%,FALSE,510,,,
Challacollo,806236,32243,Chile,Silver,DPA-03,1/27/2017,Zinc,Mandalay Resources Corporation,4352032,Feasibility Started,No,Surface,Extension,MND-TSX,0.66,0.61,>100,299.63,276.29,-7.79%,FALSE,510,,,
Whitney,790920,26185,Canada,Gold,TW16-611,1/9/2017,Gold,Tahoe Resources Inc.,4354697,Reserves Development,Yes,Underground,Exploration,THO-TSX,9.64,8.85,>100,"3,000.94","2,752.40",-8.21%,FALSE,517,,,
Bell Creek,789949,25876,Canada,Gold,BC875-1553,1/9/2017,Gold,Tahoe Resources Inc.,4354697,Satellite,Yes,Underground,Extension,THO-TSX,9.64,8.85,>100,"3,000.94","2,752.40",-8.21%,FALSE,517,,,
